InventoryId,ItemId,Warehouse,QuantityAvailable,ReorderPoint,LastUpdated
INV11812,ITEM3108,Europe Warehouse,290,207,2025-07-28T23:10:35.218913
INV11813,ITEM3059,Europe Warehouse,254,271,2025-07-28T23:11:50.673865
INV11814,ITEM3057,East Coast Warehouse,959,165,2025-07-28T23:13:06.542030
INV11815,ITEM3162,Europe Warehouse,378,182,2025-07-28T23:12:46.585027
INV11816,ITEM3053,Europe Warehouse,594,185,2025-07-28T23:10:31.062284
INV11817,ITEM3162,East Coast Warehouse,129,204,2025-07-28T23:12:18.566914
INV11818,ITEM3046,West Coast Warehouse,722,185,2025-07-28T23:08:38.164588
INV11819,ITEM3010,Asia Warehouse,6,227,2025-07-28T23:13:50.511326
INV11820,ITEM3031,Asia Warehouse,498,296,2025-07-28T23:09:28.627241
INV11821,ITEM3012,Europe Warehouse,945,155,2025-07-28T23:13:55.003209
INV11822,ITEM3154,West Coast Warehouse,661,135,2025-07-28T23:12:48.334069
INV11823,ITEM3112,Asia Warehouse,419,149,2025-07-28T23:09:43.449691
INV11824,ITEM3114,East Coast Warehouse,269,273,2025-07-28T23:10:14.592024
INV11825,ITEM3116,Asia Warehouse,36,107,2025-07-28T23:08:30.738746
INV11826,ITEM3056,West Coast Warehouse,710,289,2025-07-28T23:10:46.725640
INV11827,ITEM3187,West Coast Warehouse,409,244,2025-07-28T23:11:30.104901
INV11828,ITEM3185,Asia Warehouse,738,269,2025-07-28T23:10:49.046566
INV11829,ITEM3088,West Coast Warehouse,970,208,2025-07-28T23:08:51.158525
INV11830,ITEM3023,East Coast Warehouse,188,275,2025-07-28T23:11:57.496184
INV11831,ITEM3090,West Coast Warehouse,153,115,2025-07-28T23:11:06.697255
INV11832,ITEM3164,Asia Warehouse,383,186,2025-07-28T23:12:46.698714
INV11833,ITEM3163,East Coast Warehouse,410,126,2025-07-28T23:12:03.894336
INV11834,ITEM3027,Asia Warehouse,791,255,2025-07-28T23:09:03.334486
INV11835,ITEM3169,East Coast Warehouse,442,264,2025-07-28T23:09:27.909101
INV11836,ITEM3031,Asia Warehouse,24,284,2025-07-28T23:11:20.817169
INV11837,ITEM3166,East Coast Warehouse,979,187,2025-07-28T23:09:46.961900
INV11838,ITEM3094,East Coast Warehouse,176,109,2025-07-28T23:12:41.878804
INV11839,ITEM3013,East Coast Warehouse,212,249,2025-07-28T23:08:26.523062
INV11840,ITEM3098,West Coast Warehouse,258,179,2025-07-28T23:09:39.156041
INV11841,ITEM3149,East Coast Warehouse,468,211,2025-07-28T23:13:34.689779
INV11842,ITEM3063,Asia Warehouse,915,141,2025-07-28T23:08:13.785246
INV11843,ITEM3174,East Coast Warehouse,391,146,2025-07-28T23:11:22.011557
INV11844,ITEM3197,East Coast Warehouse,564,266,2025-07-28T23:10:53.074805
INV11845,ITEM3092,West Coast Warehouse,702,160,2025-07-28T23:09:21.864907
INV11846,ITEM3089,West Coast Warehouse,602,288,2025-07-28T23:09:59.438493
INV11847,ITEM3119,East Coast Warehouse,758,252,2025-07-28T23:11:03.679278
INV11848,ITEM3188,West Coast Warehouse,591,196,2025-07-28T23:12:12.158445
INV11849,ITEM3138,West Coast Warehouse,115,100,2025-07-28T23:11:30.103757
INV11850,ITEM3080,Europe Warehouse,229,106,2025-07-28T23:13:33.740959
INV11851,ITEM3042,Asia Warehouse,87,140,2025-07-28T23:09:01.138298
INV11852,ITEM3009,West Coast Warehouse,941,206,2025-07-28T23:08:28.603408
INV11853,ITEM3038,East Coast Warehouse,886,114,2025-07-28T23:09:36.149085
INV11854,ITEM3140,West Coast Warehouse,905,137,2025-07-28T23:10:26.748936
INV11855,ITEM3161,West Coast Warehouse,668,218,2025-07-28T23:12:32.588641
INV11856,ITEM3145,Asia Warehouse,766,171,2025-07-28T23:08:31.224122
INV11857,ITEM3150,West Coast Warehouse,464,299,2025-07-28T23:12:12.129269
INV11858,ITEM3169,East Coast Warehouse,323,173,2025-07-28T23:10:54.552200
INV11859,ITEM3019,Europe Warehouse,502,288,2025-07-28T23:12:21.828182
INV11860,ITEM3181,Asia Warehouse,808,142,2025-07-28T23:11:50.045541
INV11861,ITEM3028,West Coast Warehouse,63,202,2025-07-28T23:08:29.096855
INV11862,ITEM3050,West Coast Warehouse,154,140,2025-07-28T23:10:24.567416
INV11863,ITEM3062,East Coast Warehouse,983,120,2025-07-28T23:11:35.206241
INV11864,ITEM3050,West Coast Warehouse,431,247,2025-07-28T23:12:26.716999
INV11865,ITEM3175,East Coast Warehouse,923,174,2025-07-28T23:13:01.183149
INV11866,ITEM3190,Europe Warehouse,425,280,2025-07-28T23:09:54.875190
INV11867,ITEM3082,Asia Warehouse,374,228,2025-07-28T23:09:17.440093
INV11868,ITEM3088,Europe Warehouse,140,289,2025-07-28T23:08:17.678383
INV11869,ITEM3066,Europe Warehouse,502,204,2025-07-28T23:14:10.330868
INV11870,ITEM3088,East Coast Warehouse,864,245,2025-07-28T23:14:09.081875
INV11871,ITEM3008,Asia Warehouse,838,277,2025-07-28T23:11:41.843678
INV11872,ITEM3083,East Coast Warehouse,662,209,2025-07-28T23:09:11.616374
INV11873,ITEM3162,Europe Warehouse,450,139,2025-07-28T23:12:44.238737
INV11874,ITEM3161,Europe Warehouse,938,187,2025-07-28T23:12:26.218189
INV11875,ITEM3037,West Coast Warehouse,370,218,2025-07-28T23:11:56.559206
INV11876,ITEM3040,West Coast Warehouse,463,240,2025-07-28T23:11:57.346486
INV11877,ITEM3145,Asia Warehouse,711,164,2025-07-28T23:12:47.986258
INV11878,ITEM3030,Asia Warehouse,506,240,2025-07-28T23:11:38.177493
INV11879,ITEM3009,Europe Warehouse,14,213,2025-07-28T23:10:27.312480
INV11880,ITEM3003,East Coast Warehouse,829,278,2025-07-28T23:12:52.986730
INV11881,ITEM3007,Europe Warehouse,426,181,2025-07-28T23:09:58.708201
INV11882,ITEM3103,Asia Warehouse,479,217,2025-07-28T23:11:30.971486
INV11883,ITEM3103,East Coast Warehouse,444,122,2025-07-28T23:11:49.677620
INV11884,ITEM3081,West Coast Warehouse,926,257,2025-07-28T23:11:48.111848
INV11885,ITEM3054,Asia Warehouse,976,139,2025-07-28T23:12:34.712934
INV11886,ITEM3126,Europe Warehouse,158,202,2025-07-28T23:12:16.180546
INV11887,ITEM3140,East Coast Warehouse,814,253,2025-07-28T23:14:05.244870
INV11888,ITEM3000,West Coast Warehouse,524,137,2025-07-28T23:10:56.232812
INV11889,ITEM3015,Asia Warehouse,703,284,2025-07-28T23:13:32.094498
INV11890,ITEM3125,East Coast Warehouse,724,264,2025-07-28T23:09:58.397106
INV11891,ITEM3193,Asia Warehouse,263,130,2025-07-28T23:11:24.695257
INV11892,ITEM3062,Asia Warehouse,27,100,2025-07-28T23:10:23.824977
INV11893,ITEM3097,Europe Warehouse,200,226,2025-07-28T23:10:30.275582
INV11894,ITEM3015,East Coast Warehouse,660,232,2025-07-28T23:13:54.696653
INV11895,ITEM3083,Asia Warehouse,34,185,2025-07-28T23:09:41.352293
INV11896,ITEM3180,Asia Warehouse,746,283,2025-07-28T23:10:10.927371
INV11897,ITEM3113,Asia Warehouse,555,231,2025-07-28T23:08:49.059833
INV11898,ITEM3031,East Coast Warehouse,813,151,2025-07-28T23:08:19.658412
INV11899,ITEM3153,East Coast Warehouse,706,264,2025-07-28T23:11:12.157818
INV11900,ITEM3153,Asia Warehouse,387,178,2025-07-28T23:10:03.453586
INV11901,ITEM3167,Asia Warehouse,992,247,2025-07-28T23:11:54.762104
INV11902,ITEM3107,Europe Warehouse,651,116,2025-07-28T23:14:02.947348
INV11903,ITEM3146,West Coast Warehouse,477,249,2025-07-28T23:09:22.002356
INV11904,ITEM3077,West Coast Warehouse,919,131,2025-07-28T23:09:15.044518
INV11905,ITEM3060,West Coast Warehouse,779,295,2025-07-28T23:09:20.535263
INV11906,ITEM3052,Europe Warehouse,136,242,2025-07-28T23:09:18.583655
INV11907,ITEM3129,Europe Warehouse,243,195,2025-07-28T23:12:52.920589
INV11908,ITEM3189,Europe Warehouse,85,202,2025-07-28T23:13:06.971632
INV11909,ITEM3036,East Coast Warehouse,86,247,2025-07-28T23:09:57.995396
INV11910,ITEM3162,East Coast Warehouse,1000,257,2025-07-28T23:09:02.865199
INV11911,ITEM3098,Europe Warehouse,569,105,2025-07-28T23:14:00.879616
INV11912,ITEM3067,Asia Warehouse,2,279,2025-07-28T23:10:37.516382
INV11913,ITEM3102,East Coast Warehouse,482,100,2025-07-28T23:11:33.545555
INV11914,ITEM3156,Asia Warehouse,497,126,2025-07-28T23:13:49.510453
INV11915,ITEM3125,Europe Warehouse,174,110,2025-07-28T23:10:38.814878
INV11916,ITEM3199,Asia Warehouse,478,266,2025-07-28T23:12:23.883931
INV11917,ITEM3051,East Coast Warehouse,741,114,2025-07-28T23:14:08.408154
INV11918,ITEM3172,Asia Warehouse,846,173,2025-07-28T23:11:02.271918
INV11919,ITEM3004,East Coast Warehouse,291,157,2025-07-28T23:10:35.277763
INV11920,ITEM3081,West Coast Warehouse,434,240,2025-07-28T23:08:54.378000
INV11921,ITEM3035,Europe Warehouse,749,213,2025-07-28T23:12:46.964982
INV11922,ITEM3057,Asia Warehouse,463,279,2025-07-28T23:14:02.043321
INV11923,ITEM3188,West Coast Warehouse,663,175,2025-07-28T23:08:22.987319
INV11924,ITEM3167,Asia Warehouse,85,271,2025-07-28T23:10:51.116163
INV11925,ITEM3046,East Coast Warehouse,335,117,2025-07-28T23:12:41.739561
INV11926,ITEM3154,East Coast Warehouse,35,246,2025-07-28T23:10:03.420632
INV11927,ITEM3172,East Coast Warehouse,52,273,2025-07-28T23:13:51.491344
INV11928,ITEM3115,Asia Warehouse,52,127,2025-07-28T23:12:32.784459
INV11929,ITEM3097,Asia Warehouse,568,288,2025-07-28T23:11:19.197761
INV11930,ITEM3060,Europe Warehouse,28,285,2025-07-28T23:09:31.343045
INV11931,ITEM3051,West Coast Warehouse,12,195,2025-07-28T23:12:13.252761
INV11932,ITEM3189,East Coast Warehouse,152,189,2025-07-28T23:11:48.864036
INV11933,ITEM3154,Europe Warehouse,578,221,2025-07-28T23:10:22.248619
INV11934,ITEM3018,West Coast Warehouse,702,295,2025-07-28T23:09:39.826246
INV11935,ITEM3160,West Coast Warehouse,720,274,2025-07-28T23:13:54.023525
INV11936,ITEM3133,West Coast Warehouse,33,120,2025-07-28T23:09:01.868302
INV11937,ITEM3094,East Coast Warehouse,690,144,2025-07-28T23:13:34.943675
INV11938,ITEM3060,Asia Warehouse,373,259,2025-07-28T23:12:44.524396
INV11939,ITEM3088,Asia Warehouse,275,265,2025-07-28T23:13:12.949650
INV11940,ITEM3029,Asia Warehouse,690,277,2025-07-28T23:14:05.137202
INV11941,ITEM3153,Europe Warehouse,655,158,2025-07-28T23:13:10.084898
INV11942,ITEM3078,Asia Warehouse,329,252,2025-07-28T23:13:35.010287
INV11943,ITEM3010,Asia Warehouse,766,179,2025-07-28T23:13:57.607394
INV11944,ITEM3046,Europe Warehouse,851,294,2025-07-28T23:13:31.421779
INV11945,ITEM3061,West Coast Warehouse,354,138,2025-07-28T23:08:54.409901
INV11946,ITEM3087,Asia Warehouse,679,273,2025-07-28T23:09:03.284260
INV11947,ITEM3123,Europe Warehouse,685,266,2025-07-28T23:12:22.251497
INV11948,ITEM3066,West Coast Warehouse,57,172,2025-07-28T23:11:51.602525
INV11949,ITEM3158,East Coast Warehouse,414,172,2025-07-28T23:10:14.882303
INV11950,ITEM3088,East Coast Warehouse,357,299,2025-07-28T23:11:29.730790
INV11951,ITEM3007,West Coast Warehouse,451,174,2025-07-28T23:13:17.629823
INV11952,ITEM3149,East Coast Warehouse,963,274,2025-07-28T23:09:05.007253
INV11953,ITEM3176,Europe Warehouse,95,148,2025-07-28T23:11:44.584368
INV11954,ITEM3049,West Coast Warehouse,469,299,2025-07-28T23:10:21.139989
INV11955,ITEM3054,West Coast Warehouse,889,213,2025-07-28T23:12:15.559508
INV11956,ITEM3081,Asia Warehouse,815,292,2025-07-28T23:10:48.292407
INV11957,ITEM3182,Asia Warehouse,759,246,2025-07-28T23:09:47.773876
INV11958,ITEM3143,Asia Warehouse,388,236,2025-07-28T23:12:54.096305
INV11959,ITEM3075,East Coast Warehouse,761,273,2025-07-28T23:10:29.676200
INV11960,ITEM3174,Asia Warehouse,785,101,2025-07-28T23:10:28.186599
INV11961,ITEM3074,Europe Warehouse,351,227,2025-07-28T23:10:38.492980
INV11962,ITEM3135,East Coast Warehouse,827,217,2025-07-28T23:08:38.209497
INV11963,ITEM3002,Europe Warehouse,613,268,2025-07-28T23:13:10.517290
INV11964,ITEM3049,East Coast Warehouse,819,192,2025-07-28T23:08:17.375916
INV11965,ITEM3062,Europe Warehouse,630,285,2025-07-28T23:11:05.494468
INV11966,ITEM3119,Asia Warehouse,528,230,2025-07-28T23:10:45.343370
INV11967,ITEM3185,East Coast Warehouse,281,169,2025-07-28T23:12:13.924183
INV11968,ITEM3137,East Coast Warehouse,527,114,2025-07-28T23:12:18.841584
INV11969,ITEM3033,West Coast Warehouse,978,186,2025-07-28T23:09:04.458321
INV11970,ITEM3137,Asia Warehouse,175,172,2025-07-28T23:09:20.503181
INV11971,ITEM3187,East Coast Warehouse,690,191,2025-07-28T23:11:22.261668
INV11972,ITEM3128,Asia Warehouse,261,167,2025-07-28T23:11:37.742526
INV11973,ITEM3109,Europe Warehouse,27,244,2025-07-28T23:14:04.970681
INV11974,ITEM3113,Asia Warehouse,214,146,2025-07-28T23:12:42.151840
INV11975,ITEM3013,Europe Warehouse,382,295,2025-07-28T23:09:42.694995
INV11976,ITEM3013,West Coast Warehouse,324,137,2025-07-28T23:09:21.134725
INV11977,ITEM3074,Asia Warehouse,754,251,2025-07-28T23:09:48.136941
INV11978,ITEM3151,East Coast Warehouse,99,129,2025-07-28T23:11:26.928511
INV11979,ITEM3071,East Coast Warehouse,708,114,2025-07-28T23:09:38.616288
INV11980,ITEM3172,Europe Warehouse,819,277,2025-07-28T23:12:58.662083
INV11981,ITEM3141,East Coast Warehouse,985,236,2025-07-28T23:10:03.867374
INV11982,ITEM3116,Europe Warehouse,420,273,2025-07-28T23:11:15.251251
INV11983,ITEM3124,Asia Warehouse,918,230,2025-07-28T23:11:57.374863
INV11984,ITEM3074,Europe Warehouse,610,156,2025-07-28T23:08:26.602348
INV11985,ITEM3118,West Coast Warehouse,78,162,2025-07-28T23:08:22.603477
INV11986,ITEM3171,Europe Warehouse,846,247,2025-07-28T23:13:57.320115
INV11987,ITEM3027,Asia Warehouse,120,228,2025-07-28T23:11:04.230238
INV11988,ITEM3080,West Coast Warehouse,53,268,2025-07-28T23:09:32.544486
INV11989,ITEM3001,Asia Warehouse,740,277,2025-07-28T23:08:14.344800
INV11990,ITEM3166,West Coast Warehouse,666,170,2025-07-28T23:13:18.794791
INV11991,ITEM3092,East Coast Warehouse,898,294,2025-07-28T23:10:48.329333
INV11992,ITEM3080,East Coast Warehouse,905,139,2025-07-28T23:10:32.642273
INV11993,ITEM3118,West Coast Warehouse,672,207,2025-07-28T23:13:30.684163
INV11994,ITEM3014,Europe Warehouse,158,188,2025-07-28T23:08:34.537787
INV11995,ITEM3152,Asia Warehouse,678,134,2025-07-28T23:08:31.854326
INV11996,ITEM3181,East Coast Warehouse,342,184,2025-07-28T23:13:12.135699
INV11997,ITEM3086,Europe Warehouse,559,141,2025-07-28T23:12:46.771425
INV11998,ITEM3137,Asia Warehouse,943,240,2025-07-28T23:11:13.403759
INV11999,ITEM3062,East Coast Warehouse,735,256,2025-07-28T23:08:39.020426
INV12000,ITEM3073,West Coast Warehouse,991,116,2025-07-28T23:12:12.593417
INV12001,ITEM3046,Europe Warehouse,481,274,2025-07-28T23:13:05.152951
INV12002,ITEM3020,Europe Warehouse,623,286,2025-07-28T23:10:12.542753
INV12003,ITEM3134,Europe Warehouse,457,178,2025-07-28T23:14:01.017322
INV12004,ITEM3183,Asia Warehouse,5,175,2025-07-28T23:13:19.601915
INV12005,ITEM3108,West Coast Warehouse,597,163,2025-07-28T23:08:29.249815
INV12006,ITEM3137,Asia Warehouse,981,126,2025-07-28T23:08:35.840075
INV12007,ITEM3028,Asia Warehouse,738,240,2025-07-28T23:11:22.012456
INV12008,ITEM3122,Europe Warehouse,698,221,2025-07-28T23:11:52.344344
INV12009,ITEM3090,West Coast Warehouse,82,167,2025-07-28T23:09:52.528947
INV12010,ITEM3015,Asia Warehouse,80,217,2025-07-28T23:09:57.492449
INV12011,ITEM3193,West Coast Warehouse,511,186,2025-07-28T23:11:50.352126
INV12012,ITEM3009,East Coast Warehouse,828,169,2025-07-28T23:13:20.821254
INV12013,ITEM3030,Europe Warehouse,819,136,2025-07-28T23:10:07.701402
INV12014,ITEM3096,West Coast Warehouse,433,214,2025-07-28T23:10:55.129285
INV12015,ITEM3077,Asia Warehouse,634,228,2025-07-28T23:12:50.515555
INV12016,ITEM3119,Asia Warehouse,603,238,2025-07-28T23:13:22.643459
INV12017,ITEM3032,Asia Warehouse,963,220,2025-07-28T23:11:19.850778
INV12018,ITEM3132,Europe Warehouse,300,171,2025-07-28T23:13:25.862635
INV12019,ITEM3192,Europe Warehouse,525,166,2025-07-28T23:13:53.792536
INV12020,ITEM3179,Asia Warehouse,776,175,2025-07-28T23:12:03.146358
INV12021,ITEM3019,East Coast Warehouse,241,171,2025-07-28T23:11:57.711963
INV12022,ITEM3001,East Coast Warehouse,118,256,2025-07-28T23:08:30.107702
INV12023,ITEM3062,West Coast Warehouse,739,248,2025-07-28T23:10:24.609981
INV12024,ITEM3138,West Coast Warehouse,425,100,2025-07-28T23:12:01.501037
INV12025,ITEM3151,Europe Warehouse,985,254,2025-07-28T23:09:49.243743
INV12026,ITEM3063,Asia Warehouse,186,278,2025-07-28T23:13:34.458651
INV12027,ITEM3104,Asia Warehouse,340,269,2025-07-28T23:10:50.633838
INV12028,ITEM3152,East Coast Warehouse,715,248,2025-07-28T23:11:47.580855
INV12029,ITEM3008,West Coast Warehouse,257,196,2025-07-28T23:10:32.665668
INV12030,ITEM3115,West Coast Warehouse,528,254,2025-07-28T23:08:32.945520
INV12031,ITEM3017,East Coast Warehouse,113,139,2025-07-28T23:13:51.455136
INV12032,ITEM3186,Europe Warehouse,861,235,2025-07-28T23:13:30.756785
INV12033,ITEM3022,Europe Warehouse,806,175,2025-07-28T23:12:33.367636
INV12034,ITEM3104,Asia Warehouse,618,162,2025-07-28T23:12:46.667888
INV12035,ITEM3012,Asia Warehouse,736,271,2025-07-28T23:10:40.192597
INV12036,ITEM3102,Europe Warehouse,416,130,2025-07-28T23:08:58.810361
INV12037,ITEM3189,East Coast Warehouse,368,204,2025-07-28T23:09:01.389519
INV12038,ITEM3091,Asia Warehouse,139,280,2025-07-28T23:08:19.006495
INV12039,ITEM3188,West Coast Warehouse,718,161,2025-07-28T23:12:59.520120
INV12040,ITEM3043,East Coast Warehouse,989,219,2025-07-28T23:12:40.510687
INV12041,ITEM3074,East Coast Warehouse,673,207,2025-07-28T23:11:09.153878
INV12042,ITEM3086,Europe Warehouse,628,164,2025-07-28T23:11:57.140287
INV12043,ITEM3198,East Coast Warehouse,887,180,2025-07-28T23:11:02.690168
INV12044,ITEM3145,West Coast Warehouse,104,196,2025-07-28T23:10:30.410345
INV12045,ITEM3006,East Coast Warehouse,134,280,2025-07-28T23:08:29.170241
INV12046,ITEM3120,West Coast Warehouse,460,262,2025-07-28T23:09:09.949852
INV12047,ITEM3102,Europe Warehouse,247,163,2025-07-28T23:12:23.740916
INV12048,ITEM3064,East Coast Warehouse,218,212,2025-07-28T23:11:48.647349
INV12049,ITEM3081,West Coast Warehouse,827,266,2025-07-28T23:12:48.880729
INV12050,ITEM3117,Asia Warehouse,69,237,2025-07-28T23:09:46.876513
INV12051,ITEM3029,Asia Warehouse,650,266,2025-07-28T23:10:35.020406
INV12052,ITEM3160,West Coast Warehouse,291,176,2025-07-28T23:11:20.633319
INV12053,ITEM3118,Asia Warehouse,893,190,2025-07-28T23:11:24.072969
INV12054,ITEM3069,Asia Warehouse,192,116,2025-07-28T23:08:36.176914
INV12055,ITEM3183,East Coast Warehouse,133,260,2025-07-28T23:09:22.296670
INV12056,ITEM3143,East Coast Warehouse,214,239,2025-07-28T23:09:24.959919
INV12057,ITEM3188,East Coast Warehouse,503,239,2025-07-28T23:09:35.560716
INV12058,ITEM3053,West Coast Warehouse,570,224,2025-07-28T23:13:49.407008
INV12059,ITEM3079,East Coast Warehouse,927,201,2025-07-28T23:13:55.509570
INV12060,ITEM3174,Asia Warehouse,79,181,2025-07-28T23:10:05.112054
INV12061,ITEM3139,Europe Warehouse,355,259,2025-07-28T23:12:29.370808
INV12062,ITEM3065,Europe Warehouse,525,202,2025-07-28T23:09:13.649456
INV12063,ITEM3017,Asia Warehouse,237,190,2025-07-28T23:10:16.106803
INV12064,ITEM3105,Asia Warehouse,333,281,2025-07-28T23:13:57.965117
INV12065,ITEM3093,Europe Warehouse,81,233,2025-07-28T23:08:51.136784
INV12066,ITEM3166,East Coast Warehouse,169,260,2025-07-28T23:11:28.086750
INV12067,ITEM3055,West Coast Warehouse,346,135,2025-07-28T23:08:40.494298
INV12068,ITEM3116,East Coast Warehouse,960,143,2025-07-28T23:08:15.830898
INV12069,ITEM3085,Asia Warehouse,443,249,2025-07-28T23:13:17.836375
INV12070,ITEM3105,East Coast Warehouse,933,180,2025-07-28T23:13:35.681017
INV12071,ITEM3144,Europe Warehouse,399,250,2025-07-28T23:09:11.138234
INV12072,ITEM3142,Europe Warehouse,179,237,2025-07-28T23:08:48.596360
INV12073,ITEM3041,West Coast Warehouse,709,236,2025-07-28T23:11:49.053782
INV12074,ITEM3197,Europe Warehouse,459,109,2025-07-28T23:08:12.167199
INV12075,ITEM3077,Europe Warehouse,157,111,2025-07-28T23:08:52.543210
INV12076,ITEM3170,West Coast Warehouse,81,271,2025-07-28T23:12:42.121564
INV12077,ITEM3109,West Coast Warehouse,859,272,2025-07-28T23:09:37.670273
INV12078,ITEM3086,West Coast Warehouse,834,257,2025-07-28T23:11:16.785994
INV12079,ITEM3090,Asia Warehouse,93,287,2025-07-28T23:12:13.067836
INV12080,ITEM3110,West Coast Warehouse,214,290,2025-07-28T23:08:59.648259
INV12081,ITEM3057,West Coast Warehouse,939,104,2025-07-28T23:11:10.469310
INV12082,ITEM3098,West Coast Warehouse,888,210,2025-07-28T23:11:38.436834
INV12083,ITEM3036,Asia Warehouse,535,211,2025-07-28T23:10:16.187480
INV12084,ITEM3077,Europe Warehouse,129,213,2025-07-28T23:08:55.655117
INV12085,ITEM3055,Asia Warehouse,558,199,2025-07-28T23:09:30.571339
INV12086,ITEM3171,West Coast Warehouse,437,238,2025-07-28T23:08:38.760973
INV12087,ITEM3091,Europe Warehouse,190,220,2025-07-28T23:12:12.435409
INV12088,ITEM3199,West Coast Warehouse,541,218,2025-07-28T23:09:58.822137
INV12089,ITEM3057,Asia Warehouse,29,284,2025-07-28T23:09:47.255522
INV12090,ITEM3005,West Coast Warehouse,153,101,2025-07-28T23:08:29.706315
INV12091,ITEM3100,Asia Warehouse,459,243,2025-07-28T23:13:58.045620
INV12092,ITEM3111,West Coast Warehouse,851,168,2025-07-28T23:13:23.240872
INV12093,ITEM3060,Asia Warehouse,993,120,2025-07-28T23:10:08.288159
INV12094,ITEM3059,East Coast Warehouse,416,146,2025-07-28T23:09:02.706407
INV12095,ITEM3143,West Coast Warehouse,843,156,2025-07-28T23:10:34.411875
INV12096,ITEM3175,Europe Warehouse,653,262,2025-07-28T23:11:15.696704
INV12097,ITEM3108,Europe Warehouse,832,293,2025-07-28T23:14:02.308285
INV12098,ITEM3113,Europe Warehouse,491,162,2025-07-28T23:08:46.025848
INV12099,ITEM3028,Europe Warehouse,912,208,2025-07-28T23:09:51.141042
INV12100,ITEM3125,West Coast Warehouse,197,266,2025-07-28T23:14:10.174387
INV12101,ITEM3191,West Coast Warehouse,879,215,2025-07-28T23:09:37.142703
INV12102,ITEM3132,Asia Warehouse,659,282,2025-07-28T23:09:25.760514
INV12103,ITEM3016,East Coast Warehouse,57,165,2025-07-28T23:09:42.045337
INV12104,ITEM3001,Europe Warehouse,218,186,2025-07-28T23:08:48.581558
INV12105,ITEM3196,Europe Warehouse,722,249,2025-07-28T23:11:01.343290
INV12106,ITEM3032,Asia Warehouse,223,115,2025-07-28T23:08:50.981742
INV12107,ITEM3169,West Coast Warehouse,794,218,2025-07-28T23:09:03.038368
INV12108,ITEM3183,West Coast Warehouse,763,262,2025-07-28T23:10:58.753830
INV12109,ITEM3032,West Coast Warehouse,174,240,2025-07-28T23:12:56.737257
INV12110,ITEM3069,Europe Warehouse,835,214,2025-07-28T23:12:12.219488
INV12111,ITEM3076,East Coast Warehouse,319,281,2025-07-28T23:09:13.314549
INV12112,ITEM3090,West Coast Warehouse,807,165,2025-07-28T23:09:19.193397
INV12113,ITEM3034,East Coast Warehouse,781,286,2025-07-28T23:08:17.044867
INV12114,ITEM3053,West Coast Warehouse,339,187,2025-07-28T23:09:10.131697
INV12115,ITEM3081,Europe Warehouse,297,205,2025-07-28T23:08:45.216675
INV12116,ITEM3134,West Coast Warehouse,592,215,2025-07-28T23:11:08.967119
INV12117,ITEM3094,Asia Warehouse,664,109,2025-07-28T23:13:07.428553
INV12118,ITEM3099,Europe Warehouse,106,126,2025-07-28T23:11:25.047839
INV12119,ITEM3078,Asia Warehouse,488,242,2025-07-28T23:09:17.661123
INV12120,ITEM3115,East Coast Warehouse,368,249,2025-07-28T23:11:58.175626
INV12121,ITEM3108,Asia Warehouse,652,300,2025-07-28T23:09:45.995412
INV12122,ITEM3196,Europe Warehouse,409,265,2025-07-28T23:13:47.010795
INV12123,ITEM3193,Asia Warehouse,238,235,2025-07-28T23:10:43.152381
INV12124,ITEM3100,Asia Warehouse,861,187,2025-07-28T23:11:38.107125
INV12125,ITEM3101,Asia Warehouse,623,102,2025-07-28T23:10:14.449520
INV12126,ITEM3019,Europe Warehouse,987,171,2025-07-28T23:13:10.709066
INV12127,ITEM3182,Europe Warehouse,764,271,2025-07-28T23:12:54.382036
INV12128,ITEM3054,Asia Warehouse,511,291,2025-07-28T23:12:19.240525
INV12129,ITEM3123,West Coast Warehouse,212,147,2025-07-28T23:10:49.655161
INV12130,ITEM3083,West Coast Warehouse,638,118,2025-07-28T23:12:44.836244
INV12131,ITEM3038,West Coast Warehouse,290,239,2025-07-28T23:13:23.970072
INV12132,ITEM3102,Europe Warehouse,360,236,2025-07-28T23:09:35.386367
INV12133,ITEM3082,Asia Warehouse,940,276,2025-07-28T23:13:08.115885
INV12134,ITEM3099,Asia Warehouse,29,102,2025-07-28T23:09:39.490581
INV12135,ITEM3046,Asia Warehouse,912,141,2025-07-28T23:08:53.394767
INV12136,ITEM3141,West Coast Warehouse,693,257,2025-07-28T23:11:17.508112
INV12137,ITEM3184,Europe Warehouse,962,180,2025-07-28T23:11:27.664231
INV12138,ITEM3020,Europe Warehouse,981,140,2025-07-28T23:14:10.529423
INV12139,ITEM3137,Asia Warehouse,281,108,2025-07-28T23:10:39.033060
INV12140,ITEM3097,Asia Warehouse,422,106,2025-07-28T23:10:13.849658
INV12141,ITEM3022,Europe Warehouse,211,115,2025-07-28T23:11:38.073131
INV12142,ITEM3149,East Coast Warehouse,131,283,2025-07-28T23:10:53.871577
INV12143,ITEM3027,East Coast Warehouse,230,162,2025-07-28T23:12:37.962769
INV12144,ITEM3078,East Coast Warehouse,710,130,2025-07-28T23:11:09.417392
INV12145,ITEM3159,West Coast Warehouse,738,229,2025-07-28T23:12:25.014956
INV12146,ITEM3167,Asia Warehouse,93,294,2025-07-28T23:11:28.055410
INV12147,ITEM3130,Asia Warehouse,147,239,2025-07-28T23:12:01.194056
